Sentence,Sentiment,Cleaned_Sentence,word_count,char_count,label_encoded
"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive,cencorp estimates that its net sales in the last quarter will be as earlier stated eur m to eur m and operating profit ebit is estimated to be positive,29,151,2
$FTI Breakout today after reporting earnings last night,positive,fti breakout today after reporting earnings last night,8,54,2
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive,in the fourth quarter of atria s net loss shrank to eur million from eur million and net sales contracted to eur million from eur million,26,137,2
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",positive,however simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than countries orion added,28,182,2
Relief for Lewis as Tesco sees sales grow for first time in a year,positive,relief for lewis as tesco sees sales grow for first time in a year,14,66,2
Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,neutral,honkarakenne oyj a world leading manufacturer of genuine wooden homes will be sponsoring finnish crosscountry skier virpi kuitunen for the next three years,23,155,1
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive,the company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of,24,142,2
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,neutral,eur million of the transaction consideration was paid in the form of four year interest bearing vendor notes,18,108,1
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,neutral,ruukki group calculates that it has lost eur mn in the failed project,13,69,1
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,positive,fb big money is pouring into facebook from all directions,10,57,2
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,positive,scania morgan stanley lifted the share target on swedish heavy duty truck and bus maker scania ab to crowns euro from crowns euro,23,129,2
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",neutral,in teliasonera net sales were sek bn ebitda was sek bn net income was sek bn,16,76,1
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive,uponor made an operating profit of eur mn up from eur mn which made a record year,17,81,2
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,neutral,tekla structures is all about you and your team and compatible with the windows operating system,16,96,1
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",neutral,country finland sector construction real estate target pohjolan design talo oy buyer capman oyj vendor ruukki group oyj deal size in usd m type divestment status agreed,27,168,1
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",neutral,finnish suominen corporation that makes wipes nonwovens and flexible packaging has a plant near warsaw in poland that makes flexible packaging,21,142,1
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",neutral,however the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry and they impacted on our results,23,143,1
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",neutral,net profit in the three months through march fell to x ac million us million from x ac million a year earlier the finnish company said,26,134,1
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral,nokia oyj s production site at bochum germany posted profit before interest of mln eur for capital reported in an excerpt of an article to be released tomorrow citing internal documents,31,185,1
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",negative,rapala vmc corporation stock exchange release october at am kaupthing bank oyj kapthing has informed rapala vmc corporation rapala that it has interrupted the liquidity providing for rapala s share for the time being,34,216,0
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral,the divested activities had net sales of eur million in and an operating profit of eur million,17,94,1
$WYNN big bounce,positive,wynn big bounce,3,15,2
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,the polish business employs about people and it had net sales of about eur mn in,16,80,1
"Royal Mail, Johnson Matthey lead FTSE lower",negative,royal mail johnson matthey lead ftse lower,7,42,0
Morrisons faces festive sales test,negative,morrisons faces festive sales test,5,34,0
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",positive,dirk jones head of financial institutions client sales management gts citigroup inc said citi is extremely pleased to be providing global custody services to pohjola group bank,27,176,2
